Test case #1
54
145986131 839252129
527999545 910420429
114339432 83247130
288231007 503409409
811308310 117481152
261130996 183996069
43647713 285357622
297581619 460668532
313084118 634782899
100764848 598579580
139771844 932613416
143264603 764333827
416471354 641899732
284046936 968744908
134642722 475930076
173415589 819028159
741114615 74693740
607362878 707508366
819021446 130192621
329264492 566354258
165699508 792630199
479030341 101915627
176246424 46708883
403483024 582171713
720324092 953253783
790274887 892194012
894048843 161187105
163553496 876041023
481573788 436342756
845729163 383343690
536855924 742764942
61275107 614871845
959651955 849229142
459321583 131901348
228440198 315983932
896082023 980984622
490051060 52245757
45675031 262671954
455077586 608734221
649495220 511486731
11987909 188245473
442470559 740749469
987979184 504596107
258217436 628159876
830351251 391178855
853568686 75222055
10807731 263290107
153676802 87788317
815709248 449144733
55936944 861628639
277550889 846739065
402940279 957998743
795806349 394545768
170423988 805017859
201770109 575695028
590189190 740083673
597500839 867193915
288011036 965337568
736294853 261522840
257025469 263157921
779244462 698227854
267116371 490296489
346483283 196420146
317003460 6218652
391828977 721488251
909507716 281576271
759073606 973685367
902896989 70788419
458502159 750659529
750897874 35968634
87123391 361015608
294065178 373906567
698691230 557781901
450666416 727500263
387654330 119065460
290112862 625389011
310021434 285470568
642709789 259302150
176604694 966407929
563061297 940232478
37470267 213945823
507300057 356708210
742309885 265662883
898373915 854593009
694176160 946720131
186483929 485077915
780085435 440817883
576249935 613406661
908021219 482695337
620560905 411161997
120428994 721160401
552955150 98432987
127524000 447465515
898908360 310918378
838397383 277455368
826886355 987175581
237869563 778803369
950938666 903657549
696685598 139702420
537585804 677958683
330281352 407974102
636370811 528575104
306470843 671268253
924591602 551096730
353413505 187682384
704841810 405062403
108172243 656979316
361846485 88902821
398520975 916927577
818795968 510406071
608890716 162715671
938013984 613740690
627424954 689176443
133740868 70158879
843307870 490168762
223952435 253648733
913877708 313803034
147621185 562060721
643670350 638430006
234407327 282555307
988897481 578324772
987847560 400806159
296909656 516977063
814553293 129652925
999221796 24578358
259798857 559210859
416335941 598627104
259532981 854253745
396252583 419776665
773438805 826251570
571185944 177244102
216345639 214148438
208667038 276605431


Answer:
39

Test case #27
973
946795113 558797041
204514140 555141706
176148582 949750618
431327266 366327141
547705502 89214689
430925426 486782243
546438142 720631623
879695226 30113763
27304265 786502969
97542354 317317729
142558140 237273850
970603918 221524653
248942325 773933659
192954312 819250179
354022266 639761967
33071747 769914989
633552847 354602595
903666060 216579304
553922714 372492120
278627527 43227825
740851573 178724430
961638304 924664633
251846538 600289521
394681889 242124163
758381247 168177258
48490055 869887523
100707596 309670824
46739362 727636952
572387753 517023331
192311400 900757448
450353335 771792190
905929691 45667278
534244743 196121782
989197590 994356304
970891638 571520147
621722735 974631105
226474428 399700579
924772733 280732993
630128496 48753954
193875250 896126712
575549601 561355960
6937805 377256
51369178 578431054
406512431 553681668
733312059 646365762
912224483 536311066
179266673 410490171
735330003 116051974
161661474 418502905
302008406 968337266
824695687 28833577
99157 151705132
590305427 815368664
296253132 876956532
848802146 716464143
94774966 944413113
109754554 725323760
560292697 388834514
250147106 284935399
826331742 792763146
71902891 366524039
1780284 374933003
5585823 665816869
248639179 218602432
477816142 343477232
676483903 317433152
931797484 518904806
740379334 247231706
574750274 80736153
668107361 835427728
872142196 235772546
461912245 701132817
381904840 5792505
955626576 9787295
971237306 735397830
853121283 531264062
137823589 228270742
608845373 249329006
510966314 416765475
941166553 677100179
473434477 27553590
959333040 785368553
711442939 234602060
275127425 280781224
149893452 46435103
305752560 267687379
837232624 576736553
270597589 234946204
196135253 289178710
748790429 291780475
846047758 591404456
613027400 998444820
969651959 817436162
383859841 234990735
852933535 496204837
318579369 897400540
824187813 663520319
56568104 817287511
553644296 179245728
734335309 504441925
333660021 690269005
25973041 885173059
155973037 590300245
219894605 771087592
601794650 381671156
93573326 412245189
440134523 34845734
805308880 614504031
267056210 959858274
964715873 58976920
878846292 353715140
111375408 633622279
739437637 318084266
319928677 604062564
601716730 745951646
612036977 296372987
325655379 448197029
599597173 18748849
169722905 279170100
453417050 68988415
62386453 208187233
904739204 923505358
238596804 808597314
385879351 893118757
975770601 619030304
402605240 707766307
505737825 753831812
498723624 391991931
60129012 708358454
409242673 888940913
393788495 324823835
388920857 230193892
59633372 613845952
70487812 258137384
523145093 687744101
876949574 621209461
566476062 157409254
24882935 144141788
168026149 768529283
402486930 658975675
506216505 261419277
670997495 478035545
610516418 3393051
14578251 531103836
718578500 21903630
375782822 556929271
575356876 637818196
364406755 946935785
483059037 52419650
741922028 640543493
673226609 128714607
639175292 281242566
925727693 275415543
439834302 585250501
86062008 177031530
707649728 648217038
143298498 148974412
870793144 528334251
377871066 385910613
764455882 980847882
348467821 71167807
31992815 100579921
748389258 670096898
733483096 472831012
817103263 843841351
855484833 824035988
369909890 268444241
763767095 705396807
618986959 489073338
743062245 694053639
483110123 881158263
585172238 810041174
299961001 612686658
171351532 717540711
406178546 854479853
583805983 495219196
551038023 595187006
817866054 936632686
352077365 550339458
651353696 922961820
864555543 520374992
228010197 597037904
656698356 906196650
81932196 397224599
385696062 525647376
341376389 107912261
810833845 707993527
811087848 844020922
374409651 70532182
522915900 621697729
999042684 175970486
743258847 577332068
373709039 255952310
168311691 467219751
343545387 250813137
980550516 404565818
301934331 466726981
29502238 248426761
800730440 877564862
635920055 776220701
257309445 556012359
929290220 639205657
359578578 289588874
570842258 676238887
197664789 520820386
225239753 631571490
161468041 789135647
818047592 450869542
845188041 26083139
956013141 920391145
411482094 373992190
581013456 876143286
505993376 384619132
330908560 191575100
306782082 23991244
235219806 884084743
545752879 892746495
436035220 496112621
866512490 820754454
360721970 638229249
793470455 769266860
527848344 106903658
278321827 159906153
892745108 253510328
466440688 932883653
802459770 687619843
665306147 863627853
870725951 507308480
56914106 273875485
511632620 847003494
200445526 67858177
128469202 474673725
723375648 582128648
367965878 462989691
674464169 83010008
541943827 118532588
441932656 301904679
757815095 163965433
71323764 781639635
181243622 829289814
929636630 305666311
797506397 152560370
452335096 815824633
27947421 548847883
780812121 689423393
54545013 29351457
969715944 230236429
978888369 382845223
923998554 812362039
424235272 88803979
519474096 553716523
655880902 352475242
819131707 33951057
916796732 691544132
633034226 853514514
839901122 535264701
67726509 836148967
534193745 524312467
331846672 890507537
576591676 173110586
425543168 781551607
30815896 283953958
18866823 635725134
684662040 613640950
915325665 402031362
575466331 608374105
668456536 849670080
787379246 169408932
636635855 14559336
819159740 138934333
297739988 254952972
533083917 520622324
298273521 33735767
676735152 908512846
825885796 780054904
360056112 893261425
382230066 280053888
907317735 522529274
415746707 139169635
212695121 145877211
415465668 575952126
484992952 832753928
552575012 685037160
764126347 989398848
179693167 446708303
453283205 382576735
694849993 177129711
456982208 82966304
30467077 20730240
67347710 232029806
12418085 207671061
564520764 308262814
139904392 569186092
647931242 725081127
767827292 330599287
73154192 193432156
38035669 326686789
754182191 794089290
700649875 180451776
73907138 575533615
550596220 119560740
233089746 768411340
833504869 201733608
614010770 274121482
848802993 530483638
499215038 546115040
149207324 667497970
856125463 100940014
546936572 343467837
595148034 506510319
395463991 54053721
699680662 705192075
644625789 109631305
596254374 575978238
481167964 882108357
286312707 68469964
97220380 480839650
374630211 162519660
902222505 664337667
523606488 634072360
139459662 122749236
538977890 720002102
762484619 699599518
599666709 632904248
694764212 16633034
926458750 386527481
115181560 566785177
27271384 853070682
931819415 562548010
917708105 715988408
424043020 129871988
55349933 489516102
549539420 954508131
761480970 116778708
742591830 626096127
271542286 346907827
862454283 580820973
238065608 670329135
763219117 259121021
272856799 443077278
125287227 637408413
658453628 171896391
955089971 441107883
475967495 502321687
14699480 408939428
237852657 477656411
563818547 202806949
822244008 17256115
674588267 447935178
809955913 476160609
538087718 627522987
362946462 141600565
998849866 628094319
889400865 738281857
574946662 843780368
636195731 596648228
63182498 601647663
562762405 933643357
644895496 701557288
884140071 22165299
511841545 185127002
377884873 250769411
799229148 778843692
203163770 183617341
695365913 166923607
668471210 192769135
840538429 957271022
352177107 697720615
733062565 328127848
314529537 542127635
865354008 313015758
376235077 436432226
111251840 195630030
295889066 224202957
535245782 56245678
579971690 118158283
949886990 889556196
676777994 459674446
462890078 280127572
523981578 260611105
407769151 780666503
920998537 784515460
456535491 591417398
383787758 674113098
550067641 611303925
490627994 560201048
649255397 341067963
5510043 716073631
112229383 842807698
954487925 353161701
336581497 814135372
839684472 668724671
50109208 356385474
163740033 538622657
